Year,Plot,Achmi,Agrsm,Amoca,Petca,Andge,Asctu,Elyca,Koecr,Lesca,Liaas,Luppe,Monfi,Solri,Panvi,Petpu,Poapr,Schsc,Sornu,AbvBioAnnProd
2002,X273,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,593.892
2002,X278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,119.002
2002,X280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,149.149
2002,X282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109.394
2002,X283,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,99.633
2002,X286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,206.772
2002,X287,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,121.769
2002,X290,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,210.425
2002,X291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,175.003
2002,X292,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,430.893
2002,X293,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,490.356
2002,X296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.202
2002,X299,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,394.113
2002,X300,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,423.312
2002,X301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,351.167
2002,X302,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,499.361
2002,X303,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,403.169
2002,X304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117.696
2002,X307,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,597.817
2002,X308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119.613
2002,X311,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,282.296
2002,X313,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,340.096
2002,X318,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,397.487
2002,X322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96.613
2002,X324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,73.904
2002,X325,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,220.908
2002,X328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,505.404
2002,X329,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,344.088
2002,X330,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,140.339
2002,X331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,413.425
2002,X333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.906
2002,X334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92.275
2002,X335,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110.038
2002,X336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,375.437
2002,X338,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,169.789
2002,X339,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,502.062
2002,X342,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,364.446
2003,X2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123.458
2003,X3,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,102.462
2003,X5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.329
2003,X6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34.974
2003,X9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,322.371
2003,X11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.212
2003,X12,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,324.227
2003,X14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,199.017
2003,X15,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,260.361
2003,X16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.64
2003,X20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.277
2003,X22,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,138.408
2003,X24,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,53.842
2003,X26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,123.672
2003,X27,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,307.703
2003,X28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,206.105
2003,X29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,410.075
2003,X30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,276.936
2003,X31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.406
2003,X32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.708
2003,X33,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,167.984
2003,X34,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,215.603
2003,X35,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,358.28
2003,X44,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,205.625
2003,X45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,158.33
2003,X46,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,266.708
2003,X48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,286.975
2003,X50,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,257.95
2003,X53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,145.113
2003,X56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,461.396
2003,X57,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,346.021
2003,X58,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,96.43
2003,X62,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,251.407
2003,X67,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,503.967
2003,X68,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,388.277
2003,X69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.747
2003,X70,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,390.338
2003,X74,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,147.034
2003,X75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,97.763
2003,X81,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,188.442
2003,X82,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,334.971
2003,X83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,328.141
2003,X87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.545
2003,X89,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,302.583
2003,X92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.404
2003,X93,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,261.238
2003,X94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,307.252
2003,X98,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,348.596
2003,X104,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,334.749
2003,X107,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,158.818
2003,X108,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,486.979
2003,X109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.811
2003,X110,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,215.083
2003,X111,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,262.108
2003,X115,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,79.263
2003,X117,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,341.533
2003,X118,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,88.496
2003,X125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,241.575
2003,X127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,168.217
2003,X129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,207.42
2003,X130,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,279.721
2003,X133,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,178.992
2003,X135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107.079
2003,X136,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,418.887
2003,X137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.365
2003,X138,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,232.283
2003,X139,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,265.558
2003,X142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126.429
2003,X146,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,238.755
2003,X149,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,301.817
2003,X151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.165
2003,X153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.104
2003,X156,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,168.229
2003,X157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63.8
2003,X160,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,165.284
2003,X161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.002
2003,X163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.304
2003,X164,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,288.1
2003,X165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,119.742
2003,X167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,204.993
2003,X168,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,138.254
2003,X169,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,497.73
2003,X170,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,201.732
2003,X171,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,180.814
2003,X174,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,407.779
2003,X175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,339.402
2003,X176,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,135.344
2003,X177,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,198.808
2003,X178,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,314.599
2003,X185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128.457
2003,X186,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,427.808
2003,X189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102.685
2003,X190,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,198.908
2003,X193,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,424.291
2003,X197,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,131.652
2003,X199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,302.617
2003,X201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,836.501
2003,X202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,582.373
2003,X205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158.746
2003,X206,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,480.746
2003,X208,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,528.408
2003,X210,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,372.137
2003,X211,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,267.929
2003,X213,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,277.917
2003,X220,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,375.508
2003,X221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.146
2003,X223,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,159.404
2003,X224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.039
2003,X225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,134.554
2003,X227,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,421.736
2003,X229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,97.681
2003,X230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.217
2003,X232,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,396.163
2003,X233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,182.176
2003,X234,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,393.859
2003,X235,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,480.734
2003,X236,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,293.308
2003,X237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.504
2003,X239,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,855.346
2003,X242,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,354.53
2003,X253,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,305.82
2003,X255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.975
2003,X256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.201
2003,X257,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,582.775
2003,X259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,234.094
2003,X265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,254.679
2003,X266,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,190.692
2003,X267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,195.6
2003,X268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86.154
2003,X273,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,504.477
2003,X278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,59.354
2003,X280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.038
2003,X282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.437
2003,X283,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,116.95
2003,X286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,133.071
2003,X287,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,99.008
2003,X290,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,364.674
2003,X291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,154.688
2003,X292,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,343.679
2003,X293,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,386.946
2003,X296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.061
2003,X299,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,386.313
2003,X300,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,342.354
2003,X301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,345.721
2003,X302,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,378.522
2003,X303,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,399.979
2003,X304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115.971
2003,X307,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,440.579
2003,X308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.112
2003,X311,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,153.903
2003,X313,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,324.534
2003,X318,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,397.426
2003,X322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.975
2003,X324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,76.325
2003,X325,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,223.754
2003,X328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,559.305
2003,X329,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,413.161
2003,X330,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72.925
2003,X331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,399.331
2003,X333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.587
2003,X334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,72.1
2003,X335,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.45
2003,X336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,379.842
2003,X338,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,99.802
2003,X339,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,389.675
2003,X342,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,444.468
2004,X2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.376
2004,X3,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,177.661
2004,X5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.859
2004,X6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37.716
2004,X9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,384.775
2004,X11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.159
2004,X12,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,412.591
2004,X14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,135.879
2004,X15,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,235.724
2004,X16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64.706
2004,X20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.257
2004,X22,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,194.636
2004,X24,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,48.667
2004,X26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,106.588
2004,X27,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,331.924
2004,X28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,181.372
2004,X29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,182.887
2004,X30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,347.992
2004,X31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.896
2004,X32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.633
2004,X33,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,169.019
2004,X34,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,328.775
2004,X35,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,312.441
2004,X44,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,201.045
2004,X45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,175.43
2004,X46,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,319.305
2004,X48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,242.817
2004,X50,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,192.762
2004,X53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,150.612
2004,X56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,370.779
2004,X57,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,219.562
2004,X58,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,61.102
2004,X62,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,224.774
2004,X67,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,437.193
2004,X68,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,425.837
2004,X69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.625
2004,X70,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,275.213
2004,X74,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,196.95
2004,X75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,114.599
2004,X81,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,137.967
2004,X82,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,414.379
2004,X83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191.719
2004,X87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.163
2004,X89,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,328.395
2004,X92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.631
2004,X93,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,299.204
2004,X94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189.096
2004,X98,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,345.96
2004,X104,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,300.214
2004,X107,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,208.821
2004,X108,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,295.779
2004,X109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63.81
2004,X110,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,381.312
2004,X111,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,236.752
2004,X115,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,67.625
2004,X117,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,392.104
2004,X118,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,91.069
2004,X125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,126.762
2004,X127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,261.428
2004,X129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153.637
2004,X130,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,213.987
2004,X133,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,186.421
2004,X135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.008
2004,X136,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,444.205
2004,X137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.692
2004,X138,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,243.7
2004,X139,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,336.354
2004,X142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.05
2004,X146,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,200.937
2004,X149,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,323.773
2004,X151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.401
2004,X153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.902
2004,X156,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,179.039
2004,X157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.971
2004,X160,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,248.693
2004,X161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.207
2004,X163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.634
2004,X164,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,366.947
2004,X165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,71.191
2004,X167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,199.133
2004,X168,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,140.729
2004,X169,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,472.983
2004,X170,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,226.404
2004,X171,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,461.425
2004,X174,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,332.553
2004,X175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,397.013
2004,X176,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,204.024
2004,X177,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,156.932
2004,X178,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,273.012
2004,X185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.121
2004,X186,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,418.089
2004,X189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.858
2004,X190,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,199.788
2004,X193,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,491.65
2004,X197,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,131.497
2004,X199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,450.198
2004,X201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,235.692
2004,X202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,453.084
2004,X205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.346
