,MSW05_Binomial,MSW05_Order,MSW05_Family,AdultBodyMass_g,GR_Area_km2,RedList
2475,Microdillus_peeli,Rodentia,Muridae,NA,18197,LC
2476,Microdipodops_megacephalus,Rodentia,Heteromyidae,12.3,226286.76,LC
2477,Microdipodops_pallidus,Rodentia,Heteromyidae,13.36,31277.67,LC
2478,Microgale_brevicaudata,Afrosoricida,Tenrecidae,8.99,137477.3,LC
2479,Microgale_cowani,Afrosoricida,Tenrecidae,12.27,94309.7,LC
2480,Microgale_dobsoni,Afrosoricida,Tenrecidae,36.66,100500.66,LC
2481,Microgale_drouhardi,Afrosoricida,Tenrecidae,10.5,89926.07,LC
2482,Microgale_dryas,Afrosoricida,Tenrecidae,40,87.5,VU
2483,Microgale_fotsifotsy,Afrosoricida,Tenrecidae,7.7,97995.01,LC
2484,Microgale_gracilis,Afrosoricida,Tenrecidae,23.3,9350.81,LC
2485,Microgale_gymnorhyncha,Afrosoricida,Tenrecidae,18.2,79719.29,LC
2486,Microgale_longicaudata,Afrosoricida,Tenrecidae,8.08,78758.03,LC
2487,Microgale_monticola,Afrosoricida,Tenrecidae,13.9,2571.38,VU
2488,Microgale_nasoloi,Afrosoricida,Tenrecidae,NA,2483.33,VU
2489,Microgale_parvula,Afrosoricida,Tenrecidae,3.53,109243.49,LC
2490,Microgale_principula,Afrosoricida,Tenrecidae,10.2,96125.86,LC
2491,Microgale_pusilla,Afrosoricida,Tenrecidae,3.4,61204.09,LC
2492,Microgale_soricoides,Afrosoricida,Tenrecidae,18.7,56884.74,LC
2493,Microgale_taiva,Afrosoricida,Tenrecidae,12.4,14300.46,LC
2494,Microgale_talazaci,Afrosoricida,Tenrecidae,43.07,96252.65,LC
2495,Microgale_thomasi,Afrosoricida,Tenrecidae,22.9,14411.05,LC
2496,Microhydromys_musseri,Rodentia,Muridae,NA,312.94,DD
2497,Microhydromys_richardsoni,Rodentia,Muridae,10.25,1886.09,DD
2498,Micromys_minutus,Rodentia,Muridae,6.99,18108428.74,LC
2499,Micronycteris_brosseti,Chiroptera,Phyllostomidae,NA,474381.36,DD
2500,Micronycteris_hirsuta,Chiroptera,Phyllostomidae,12.89,4915005.84,LC
2501,Micronycteris_matses,Chiroptera,Phyllostomidae,NA,972.5,DD
2502,Micronycteris_megalotis,Chiroptera,Phyllostomidae,6.4,11229124.06,LC
2503,Micronycteris_microtis,Chiroptera,Phyllostomidae,NA,2664514.34,LC
2504,Micronycteris_minuta,Chiroptera,Phyllostomidae,6.9,12260456.67,LC
2505,Micronycteris_sanborni,Chiroptera,Phyllostomidae,NA,621701.27,DD
2506,Micronycteris_schmidtorum,Chiroptera,Phyllostomidae,7.73,6440621.09,LC
2507,Microperoryctes_longicauda,Peramelemorphia,Peramelidae,542.07,211571.36,LC
2508,Microperoryctes_murina,Peramelemorphia,Peramelidae,NA,927.71,DD
2509,Microperoryctes_papuensis,Peramelemorphia,Peramelidae,158,18150.86,LC
2510,Micropotamogale_lamottei,Afrosoricida,Tenrecidae,69.59,57563.41,EN
2511,Micropotamogale_ruwenzorii,Afrosoricida,Tenrecidae,109.13,177049.48,NT
2512,Micropteropus_intermedius,Chiroptera,Pteropodidae,NA,237569.09,DD
2513,Micropteropus_pusillus,Chiroptera,Pteropodidae,25.38,7997702.34,LC
2514,Microryzomys_altissimus,Rodentia,Cricetidae,13.49,256430.24,LC
2515,Microryzomys_minutus,Rodentia,Cricetidae,13.49,640228.12,LC
2516,Microsciurus_alfari,Rodentia,Sciuridae,87.49,97137.79,LC
2517,Microsciurus_flaviventer,Rodentia,Sciuridae,92,1724978.55,DD
2518,Microsciurus_mimulus,Rodentia,Sciuridae,120,121472.54,LC
2519,Microsciurus_santanderensis,Rodentia,Sciuridae,99.79,12536.28,DD
2520,Microtus_abbreviatus,Rodentia,Cricetidae,66.06,327.94,LC
2521,Microtus_agrestis,Rodentia,Cricetidae,35.87,9734297.52,LC
2522,Microtus_anatolicus,Rodentia,Cricetidae,NA,NA,DD
2523,Microtus_arvalis,Rodentia,Cricetidae,26.9,7769079.85,LC
2524,Microtus_bavaricus,Rodentia,Cricetidae,NA,NA,CR
2525,Microtus_brachycercus,Rodentia,Cricetidae,NA,NA,LC
2526,Microtus_breweri,Rodentia,Cricetidae,NA,1.85,VU
2527,Microtus_cabrerae,Rodentia,Cricetidae,52.5,139707.57,NT
2528,Microtus_californicus,Rodentia,Cricetidae,57.42,307995.54,LC
2529,Microtus_canicaudus,Rodentia,Cricetidae,29.93,8888.55,LC
2530,Microtus_chrotorrhinus,Rodentia,Cricetidae,38.99,1383651.2,LC
2531,Microtus_clarkei,Rodentia,Cricetidae,NA,126895.15,LC
2532,Microtus_daghestanicus,Rodentia,Cricetidae,NA,125293.69,LC
2533,Microtus_dogramacii,Rodentia,Cricetidae,NA,NA,LC
2534,Microtus_duodecimcostatus,Rodentia,Cricetidae,22.71,226553.17,LC
2535,Microtus_evoronensis,Rodentia,Cricetidae,NA,367.89,DD
2536,Microtus_felteni,Rodentia,Cricetidae,NA,14500.07,DD
2537,Microtus_fortis,Rodentia,Cricetidae,NA,4103725.74,LC
2538,Microtus_gerbei,Rodentia,Cricetidae,NA,202038.81,LC
2539,Microtus_gregalis,Rodentia,Cricetidae,NA,3592041.33,LC
2540,Microtus_guatemalensis,Rodentia,Cricetidae,41.99,36364.52,NT
2541,Microtus_guentheri,Rodentia,Cricetidae,49.99,1533657.92,LC
2542,Microtus_ilaeus,Rodentia,Cricetidae,NA,424997.98,LC
2543,Microtus_irani,Rodentia,Cricetidae,NA,NA,DD
2544,Microtus_kikuchii,Rodentia,Cricetidae,46.3,19032.5,NT
2545,Microtus_levis,Rodentia,Cricetidae,35.49,2599257.88,LC
2546,Microtus_liechtensteini,Rodentia,Cricetidae,NA,NA,LC
2547,Microtus_limnophilus,Rodentia,Cricetidae,NA,909659,LC
2548,Microtus_longicaudus,Rodentia,Cricetidae,44.8,4018517.85,LC
2549,Microtus_lusitanicus,Rodentia,Cricetidae,NA,235534.5,LC
2550,Microtus_majori,Rodentia,Cricetidae,NA,345482.75,LC
2551,Microtus_maximowiczii,Rodentia,Cricetidae,NA,1688706.3,LC
2552,Microtus_mexicanus,Rodentia,Cricetidae,34.88,606483.23,LC
2553,Microtus_middendorffii,Rodentia,Cricetidae,NA,4433033.92,LC
2554,Microtus_miurus,Rodentia,Cricetidae,41,1425664.82,LC
2555,Microtus_mongolicus,Rodentia,Cricetidae,NA,872986.49,LC
2556,Microtus_montanus,Rodentia,Cricetidae,42.85,1453963.15,LC
2557,Microtus_montebelli,Rodentia,Cricetidae,29.49,266801.29,LC
2558,Microtus_mujanensis,Rodentia,Cricetidae,NA,80.08,DD
2559,Microtus_multiplex,Rodentia,Cricetidae,23.16,NA,LC
2560,Microtus_oaxacensis,Rodentia,Cricetidae,36.52,1590.42,EN
2561,Microtus_ochrogaster,Rodentia,Cricetidae,42.5,3234309.14,LC
2562,Microtus_oeconomus,Rodentia,Cricetidae,33.1,19309332.16,LC
2563,Microtus_oregoni,Rodentia,Cricetidae,20.35,206882.62,LC
2564,Microtus_paradoxus,Rodentia,Cricetidae,NA,NA,LC
2565,Microtus_pennsylvanicus,Rodentia,Cricetidae,42.53,11959647.25,LC
2566,Microtus_pinetorum,Rodentia,Cricetidae,25.95,2752944.64,LC
2567,Microtus_qazvinensis,Rodentia,Cricetidae,NA,NA,DD
2568,Microtus_quasiater,Rodentia,Cricetidae,40,47131.29,NT
2569,Microtus_richardsoni,Rodentia,Cricetidae,85.5,860149.48,LC
2570,Microtus_sachalinensis,Rodentia,Cricetidae,NA,58787.82,NT
2571,Microtus_savii,Rodentia,Cricetidae,20,NA,LC
2572,Microtus_schelkovnikovi,Rodentia,Cricetidae,NA,83449.22,NT
2573,Microtus_schidlovskii,Rodentia,Cricetidae,NA,NA,LC
2574,Microtus_socialis,Rodentia,Cricetidae,48,2182268.79,LC
2575,Microtus_subterraneus,Rodentia,Cricetidae,17.74,3140750.54,LC
2576,Microtus_tatricus,Rodentia,Cricetidae,NA,95800.84,LC
2577,Microtus_thomasi,Rodentia,Cricetidae,NA,135652.46,LC
2578,Microtus_townsendii,Rodentia,Cricetidae,52.02,214060.15,LC
2579,Microtus_transcaspicus,Rodentia,Cricetidae,NA,186224.86,LC
2580,Microtus_umbrosus,Rodentia,Cricetidae,41.99,2683.32,EN
2581,Microtus_xanthognathus,Rodentia,Cricetidae,92.65,2255416.57,LC
2582,Millardia_gleadowi,Rodentia,Muridae,NA,554509.48,LC
2583,Millardia_kathleenae,Rodentia,Muridae,NA,3965.74,LC
2584,Millardia_kondana,Rodentia,Muridae,NA,852.02,CR
2585,Millardia_meltada,Rodentia,Muridae,67.17,1468438.13,LC
2586,Mimetillus_moloneyi,Chiroptera,Vespertilionidae,8.89,6842919.59,LC
2587,Mimon_bennettii,Chiroptera,Phyllostomidae,12.9,2103098.89,LC
2588,Mimon_cozumelae,Chiroptera,Phyllostomidae,NA,812740.52,LC
2589,Mimon_crenulatum,Chiroptera,Phyllostomidae,13.91,10073417.99,LC
2590,Mimon_koepckeae,Chiroptera,Phyllostomidae,NA,113389.51,DD
2591,Miniopterus_australis,Chiroptera,Vespertilionidae,7.4,1516450.59,LC
2592,Miniopterus_fraterculus,Chiroptera,Vespertilionidae,7.38,1360062.01,LC
2593,Miniopterus_fuscus,Chiroptera,Vespertilionidae,NA,2590.39,EN
2594,Miniopterus_gleni,Chiroptera,Vespertilionidae,NA,239526.09,LC
2595,Miniopterus_inflatus,Chiroptera,Vespertilionidae,14.9,2563885.05,LC
2596,Miniopterus_macrocneme,Chiroptera,Vespertilionidae,7.53,358072.3,DD
2597,Miniopterus_magnater,Chiroptera,Vespertilionidae,14.14,781666.55,LC
2598,Miniopterus_majori,Chiroptera,Vespertilionidae,NA,265692.41,LC
2599,Miniopterus_manavi,Chiroptera,Vespertilionidae,NA,594962.84,LC
2600,Miniopterus_medius,Chiroptera,Vespertilionidae,11.4,1208567.75,LC
2601,Miniopterus_minor,Chiroptera,Vespertilionidae,NA,347309.18,DD
2602,Miniopterus_natalensis,Chiroptera,Vespertilionidae,10.43,NA,LC
2603,Miniopterus_paululus,Chiroptera,Vespertilionidae,NA,NA,DD
2604,Miniopterus_pusillus,Chiroptera,Vespertilionidae,8.95,147746.63,LC
2605,Miniopterus_robustior,Chiroptera,Vespertilionidae,NA,1837.63,EN
2606,Miniopterus_schreibersii,Chiroptera,Vespertilionidae,11.46,49430485.11,NT
2607,Miniopterus_shortridgei,Chiroptera,Vespertilionidae,NA,NA,DD
2608,Miniopterus_tristis,Chiroptera,Vespertilionidae,15.17,632956.74,LC
2609,Miopithecus_ogouensis,Primates,Cercopithecidae,NA,446721.33,LC
2610,Miopithecus_talapoin,Primates,Cercopithecidae,1248.86,258766.21,LC
2611,Mirounga_angustirostris,Carnivora,Phocidae,1112390.81,NA,LC
2612,Mirounga_leonina,Carnivora,Phocidae,1600000,NA,LC
2613,Mirza_coquereli,Primates,Cheirogaleidae,326.5,58761.86,NT
2614,Mogera_imaizumii,Soricomorpha,Talpidae,65.53,105817.66,LC
2615,Mogera_insularis,Soricomorpha,Talpidae,NA,999215.83,LC
2616,Mogera_tokudae,Soricomorpha,Talpidae,133.48,2190.11,NT
2617,Mogera_uchidai,Soricomorpha,Talpidae,NA,0.03,DD
2618,Mogera_wogura,Soricomorpha,Talpidae,96.88,975185.29,LC
2619,Molossops_aequatorianus,Chiroptera,Molossidae,NA,130439.11,VU
2620,Molossops_mattogrossensis,Chiroptera,Molossidae,7.48,5565787.46,LC
2621,Molossops_neglectus,Chiroptera,Molossidae,NA,8086531.07,DD
2622,Molossops_temminckii,Chiroptera,Molossidae,5.86,7264791.36,LC
2623,Molossus_aztecus,Chiroptera,Molossidae,14.86,382245.88,LC
2624,Molossus_barnesi,Chiroptera,Molossidae,NA,3843.41,DD
2625,Molossus_coibensis,Chiroptera,Molossidae,NA,4795656.58,LC
2626,Molossus_currentium,Chiroptera,Molossidae,17.79,1346846.01,LC
2627,Molossus_molossus,Chiroptera,Molossidae,13.7,16538107.62,LC
2628,Molossus_pretiosus,Chiroptera,Molossidae,98,2510175.15,LC
2629,Molossus_rufus,Chiroptera,Molossidae,NA,15178757.42,LC
2630,Molossus_sinaloae,Chiroptera,Molossidae,21.09,2026991.98,LC
2631,Monachus_monachus,Carnivora,Phocidae,294881.33,NA,CR
2632,Monachus_schauinslandi,Carnivora,Phocidae,222999.99,NA,CR
2633,Monachus_tropicalis,Carnivora,Phocidae,197758.36,NA,EX
2634,Monodelphis_adusta,Didelphimorphia,Didelphidae,36.04,505245.72,LC
2635,Monodelphis_americana,Didelphimorphia,Didelphidae,19.5,1022061.77,LC
2636,Monodelphis_brevicaudata,Didelphimorphia,Didelphidae,78.84,NA,LC
2637,Monodelphis_dimidiata,Didelphimorphia,Didelphidae,44.56,1385763.24,LC
2638,Monodelphis_domestica,Didelphimorphia,Didelphidae,93.45,2708946.4,LC
2639,Monodelphis_emiliae,Didelphimorphia,Didelphidae,52.33,959841.81,LC
2640,Monodelphis_glirina,Didelphimorphia,Didelphidae,NA,NA,LC
2641,Monodelphis_iheringi,Didelphimorphia,Didelphidae,112,229715.82,DD
2642,Monodelphis_kunsi,Didelphimorphia,Didelphidae,11.3,298062.7,LC
2643,Monodelphis_maraxina,Didelphimorphia,Didelphidae,NA,37711.99,DD
2644,Monodelphis_osgoodi,Didelphimorphia,Didelphidae,112,45995.47,LC
2645,Monodelphis_palliolata,Didelphimorphia,Didelphidae,NA,NA,LC
2646,Monodelphis_rubida,Didelphimorphia,Didelphidae,45.5,410687.39,DD
2647,Monodelphis_scalops,Didelphimorphia,Didelphidae,763.19,175704.11,LC
2648,Monodelphis_theresa,Didelphimorphia,Didelphidae,112,177325.11,DD
2649,Monodelphis_umbristriata,Didelphimorphia,Didelphidae,NA,NA,VU
2650,Monodelphis_unistriata,Didelphimorphia,Didelphidae,55.3,6.86,CR
2651,Monodon_monoceros,Cetacea,Monodontidae,938126.44,NA,NT
2652,Monophyllus_plethodon,Chiroptera,Phyllostomidae,15.33,4183.11,LC
2653,Monophyllus_redmani,Chiroptera,Phyllostomidae,8.79,203276.18,LC
2654,Monticolomys_koopmani,Rodentia,Nesomyidae,25,NA,LC
2655,Mormoops_blainvillei,Chiroptera,Mormoopidae,8.69,202317.84,LC
2656,Mormoops_megalophylla,Chiroptera,Mormoopidae,16.09,3624939.01,LC
2657,Mormopterus_acetabulosus,Chiroptera,Molossidae,NA,151638.05,VU
2658,Mormopterus_beccarii,Chiroptera,Molossidae,14.3,4026964.55,LC
2659,Mormopterus_doriae,Chiroptera,Molossidae,NA,38232.28,DD
2660,Mormopterus_jugularis,Chiroptera,Molossidae,11.56,189665.13,LC
2661,Mormopterus_kalinowskii,Chiroptera,Molossidae,NA,303093.26,LC
2662,Mormopterus_loriae,Chiroptera,Molossidae,7,561315.78,LC
2663,Mormopterus_minutus,Chiroptera,Molossidae,NA,107157.22,VU
2664,Mormopterus_norfolkensis,Chiroptera,Molossidae,8,122196.45,VU
2665,Mormopterus_phrudus,Chiroptera,Molossidae,NA,50558.21,VU
2666,Mormopterus_planiceps,Chiroptera,Molossidae,9.24,3330351.4,LC
2667,Moschiola_meminna,Artiodactyla,Tragulidae,3130.95,1572492.46,LC
2668,Moschus_anhuiensis,Artiodactyla,Moschidae,NA,NA,EN
2669,Moschus_berezovskii,Artiodactyla,Moschidae,12477.41,2263301.83,EN
2670,Moschus_chrysogaster,Artiodactyla,Moschidae,13697.9,1480747.1,EN
2671,Moschus_cupreus,Artiodactyla,Moschidae,NA,NA,EN
2672,Moschus_fuscus,Artiodactyla,Moschidae,13697.9,121178.76,EN
2673,Moschus_leucogaster,Artiodactyla,Moschidae,NA,NA,EN
2674,Moschus_moschiferus,Artiodactyla,Moschidae,13315.57,8554234.6,VU
2675,Mosia_nigrescens,Chiroptera,Emballonuridae,3.33,785123.85,LC
2676,Mungos_gambianus,Carnivora,Herpestidae,1644.98,1729257.01,LC
2677,Mungos_mungo,Carnivora,Herpestidae,1260,15894555.38,LC
2678,Mungotictis_decemlineata,Carnivora,Eupleridae,657.03,17099.69,VU
2679,Muntiacus_atherodes,Artiodactyla,Cervidae,18939.1,108466.54,LC
2680,Muntiacus_crinifrons,Artiodactyla,Cervidae,18590.01,128303.4,VU
2681,Muntiacus_feae,Artiodactyla,Cervidae,21999.99,14346.43,DD
2682,Muntiacus_gongshanensis,Artiodactyla,Cervidae,18590.01,170.54,DD
2683,Muntiacus_muntjak,Artiodactyla,Cervidae,17611.59,7321434.07,LC
2684,Muntiacus_puhoatensis,Artiodactyla,Cervidae,NA,1860.05,DD
2685,Muntiacus_putaoensis,Artiodactyla,Cervidae,NA,42695.33,DD
2686,Muntiacus_reevesi,Artiodactyla,Cervidae,13499.94,1767640.73,LC
2687,Muntiacus_rooseveltorum,Artiodactyla,Cervidae,10762.64,7016.69,DD
2688,Muntiacus_truongsonensis,Artiodactyla,Cervidae,NA,10016.59,DD
2689,Muntiacus_vuquangensis,Artiodactyla,Cervidae,36690.82,55431.64,EN
2690,Murexia_longicaudata,Dasyuromorphia,Dasyuridae,126.79,155022.96,LC
2691,Muriculus_imberbis,Rodentia,Muridae,18.5,106402.32,LC
2692,Murina_aenea,Chiroptera,Vespertilionidae,7.5,74408.21,VU
2693,Murina_aurata,Chiroptera,Vespertilionidae,NA,705211.65,LC
2694,Murina_cyclotis,Chiroptera,Vespertilionidae,9.35,2366110.37,LC
2695,Murina_florium,Chiroptera,Vespertilionidae,4.41,216194.08,LC
2696,Murina_fusca,Chiroptera,Vespertilionidae,NA,58971.74,DD
2697,Murina_hilgendorfi,Chiroptera,Vespertilionidae,NA,606874.57,LC
2698,Murina_huttoni,Chiroptera,Vespertilionidae,7.56,2092289.14,LC
2699,Murina_leucogaster,Chiroptera,Vespertilionidae,7.54,644305.67,DD
2700,Murina_puta,Chiroptera,Vespertilionidae,NA,36065.98,NT
2701,Murina_rozendaali,Chiroptera,Vespertilionidae,NA,80063.86,VU
2702,Murina_ryukyuana,Chiroptera,Vespertilionidae,NA,1209.87,EN
2703,Murina_suilla,Chiroptera,Vespertilionidae,4,385996.37,LC
2704,Murina_tenebrosa,Chiroptera,Vespertilionidae,NA,450.62,CR
2705,Murina_tubinaris,Chiroptera,Vespertilionidae,5.45,1503060.7,LC
2706,Murina_ussuriensis,Chiroptera,Vespertilionidae,NA,171545.74,LC
2707,Mus_baoulei,Rodentia,Muridae,NA,83068,LC
2708,Mus_booduga,Rodentia,Muridae,13.78,3533802.08,LC
2709,Mus_bufo,Rodentia,Muridae,8.88,100286.32,LC
2710,Mus_callewaerti,Rodentia,Muridae,NA,629312.14,LC
2711,Mus_caroli,Rodentia,Muridae,14.26,1344916.98,LC
2712,Mus_cervicolor,Rodentia,Muridae,NA,1493098,LC
2713,Mus_cookii,Rodentia,Muridae,NA,921874.32,LC
2714,Mus_crociduroides,Rodentia,Muridae,NA,6687.02,DD
2715,Mus_famulus,Rodentia,Muridae,NA,4826.36,EN
2716,Mus_fernandoni,Rodentia,Muridae,NA,66626.48,EN
2717,Mus_fragilicauda,Rodentia,Muridae,NA,NA,DD
2718,Mus_goundae,Rodentia,Muridae,NA,16481.08,DD
2719,Mus_haussa,Rodentia,Muridae,NA,1826639.5,LC
2720,Mus_indutus,Rodentia,Muridae,6.15,1530520.85,LC
2721,Mus_macedonicus,Rodentia,Muridae,NA,1511784.01,LC
2722,Mus_mahomet,Rodentia,Muridae,10,849941.07,LC
2723,Mus_mattheyi,Rodentia,Muridae,NA,3619.53,LC
2724,Mus_mayori,Rodentia,Muridae,NA,66626.48,VU
2725,Mus_minutoides,Rodentia,Muridae,6.43,1646722.82,LC
2726,Mus_musculoides,Rodentia,Muridae,8.23,15342834.36,LC
2727,Mus_musculus,Rodentia,Muridae,19.3,NA,LC
2728,Mus_neavei,Rodentia,Muridae,NA,528293.43,DD
2729,Mus_orangiae,Rodentia,Muridae,NA,5172.83,LC
2730,Mus_oubanguii,Rodentia,Muridae,NA,34990.93,DD
2731,Mus_pahari,Rodentia,Muridae,NA,1291820.75,LC
2732,Mus_phillipsi,Rodentia,Muridae,NA,1234844.45,LC
2733,Mus_platythrix,Rodentia,Muridae,29.08,119949.61,LC
2734,Mus_saxicola,Rodentia,Muridae,NA,250732.6,LC
2735,Mus_setulosus,Rodentia,Muridae,11.18,2493993.56,LC
2736,Mus_setzeri,Rodentia,Muridae,6.65,311593.42,LC
2737,Mus_shortridgei,Rodentia,Muridae,NA,280801.87,LC
2738,Mus_sorella,Rodentia,Muridae,NA,2477945.75,LC
2739,Mus_spicilegus,Rodentia,Muridae,NA,625827.05,LC
2740,Mus_spretus,Rodentia,Muridae,16.67,979425.1,LC
2741,Mus_tenellus,Rodentia,Muridae,NA,1961535.07,LC
2742,Mus_terricolor,Rodentia,Muridae,NA,1532170.75,LC
2743,Mus_triton,Rodentia,Muridae,12.62,3202684.82,LC
2744,Mus_vulcani,Rodentia,Muridae,NA,3092.68,VU
2745,Muscardinus_avellanarius,Rodentia,Gliridae,29.19,3331818.71,LC
2746,Musonycteris_harrisoni,Chiroptera,Phyllostomidae,NA,66456.72,VU
2747,Mustela_africana,Carnivora,Mustelidae,536.98,4349020.29,LC
2748,Mustela_altaica,Carnivora,Mustelidae,180.24,7652386.33,NT
2749,Mustela_erminea,Carnivora,Mustelidae,284.5,39718064.94,LC
2750,Mustela_eversmanii,Carnivora,Mustelidae,1684.21,16554151.55,LC
2751,Mustela_felipei,Carnivora,Mustelidae,211.3,2258.77,VU
2752,Mustela_frenata,Carnivora,Mustelidae,190.03,12290918.8,LC
2753,Mustela_itatsi,Carnivora,Mustelidae,NA,362403.77,LC
2754,Mustela_kathiah,Carnivora,Mustelidae,263.74,320536.51,LC
2755,Mustela_lutreola,Carnivora,Mustelidae,566.44,3568955.39,CR
2756,Mustela_lutreolina,Carnivora,Mustelidae,466.25,52045.25,DD
2757,Mustela_nigripes,Carnivora,Mustelidae,907.1,NA,EN
2758,Mustela_nivalis,Carnivora,Mustelidae,78.45,43656881.02,LC
2759,Mustela_nudipes,Carnivora,Mustelidae,569.42,1430581.79,LC
2760,Mustela_putorius,Carnivora,Mustelidae,975.55,7565541.29,LC
2761,Mustela_sibirica,Carnivora,Mustelidae,530.85,20179461.96,LC
2762,Mustela_strigidorsa,Carnivora,Mustelidae,1500,453670.13,LC
2763,Mustela_subpalmata,Carnivora,Mustelidae,NA,51212.85,LC
2764,Mydaus_javanensis,Carnivora,Mephitidae,2500,764817.16,LC
2765,Mydaus_marchei,Carnivora,Mephitidae,2500,12526.74,LC
2766,Mylomys_dybowskii,Rodentia,Muridae,110.96,3973541.23,LC
2767,Mylomys_rex,Rodentia,Muridae,NA,NA,DD
2768,Myocastor_coypus,Rodentia,Myocastoridae,6361.55,4147600.45,LC
2769,Myodes_andersoni,Rodentia,Cricetidae,NA,102632.11,LC
2770,Myodes_californicus,Rodentia,Cricetidae,18.3,200498.37,LC
2771,Myodes_centralis,Rodentia,Cricetidae,NA,153338.92,LC
2772,Myodes_gapperi,Rodentia,Cricetidae,19.83,8361723.49,LC
2773,Myodes_glareolus,Rodentia,Cricetidae,20.73,8269299.06,LC
2774,Myodes_regulus,Rodentia,Cricetidae,NA,56527.6,LC
2775,Myodes_rex,Rodentia,Cricetidae,NA,78510.41,LC
2776,Myodes_rufocanus,Rodentia,Cricetidae,36.43,14509589.28,LC
2777,Myodes_rutilus,Rodentia,Cricetidae,19.94,20777286.86,LC
2778,Myodes_shanseius,Rodentia,Cricetidae,NA,111286.44,LC
2779,Myodes_smithii,Rodentia,Cricetidae,34.94,283263.86,LC
2780,Myoictis_melas,Dasyuromorphia,Dasyuridae,221.77,149974.11,LC
2781,Myomimus_personatus,Rodentia,Gliridae,NA,81095.72,DD
2782,Myomimus_roachi,Rodentia,Gliridae,NA,19296.94,VU
2783,Myomimus_setzeri,Rodentia,Gliridae,NA,33100.62,DD
2784,Myomyscus_angolensis,Rodentia,Muridae,NA,434874.8,LC
2785,Myomyscus_brockmani,Rodentia,Muridae,NA,1344217.88,LC
2786,Myomyscus_verreauxii,Rodentia,Muridae,41,96936.75,LC
2787,Myomyscus_yemeni,Rodentia,Muridae,NA,37193.53,LC
2788,Myonycteris_brachycephala,Chiroptera,Pteropodidae,NA,862.58,EN
2789,Myonycteris_relicta,Chiroptera,Pteropodidae,53.32,104213.37,VU
2790,Myonycteris_torquata,Chiroptera,Pteropodidae,44.92,4944187.15,LC
2791,Myoprocta_acouchy,Rodentia,Dasyproctidae,954.87,1230426.69,LC
2792,Myoprocta_pratti,Rodentia,Dasyproctidae,966.73,NA,LC
2793,Myopterus_daubentonii,Chiroptera,Molossidae,NA,495506.91,DD
2794,Myopterus_whitleyi,Chiroptera,Molossidae,11.55,1143474.09,LC
2795,Myopus_schisticolor,Rodentia,Cricetidae,29.99,12452109.42,LC
2796,Myosciurus_pumilio,Rodentia,Sciuridae,16.44,366327.03,LC
2797,Myosorex_babaulti,Soricomorpha,Soricidae,NA,949.78,NT
2798,Myosorex_blarina,Soricomorpha,Soricidae,NA,268.27,EN
2799,Myosorex_cafer,Soricomorpha,Soricidae,12.3,225919.78,LC
2800,Myosorex_eisentrauti,Soricomorpha,Soricidae,NA,125.66,CR
2801,Myosorex_geata,Soricomorpha,Soricidae,9.34,2470.49,EN
2802,Myosorex_kihaulei,Soricomorpha,Soricidae,NA,NA,EN
2803,Myosorex_longicaudatus,Soricomorpha,Soricidae,NA,2520.98,VU
2804,Myosorex_okuensis,Soricomorpha,Soricidae,NA,12051.23,EN
2805,Myosorex_rumpii,Soricomorpha,Soricidae,NA,871.46,EN
2806,Myosorex_schalleri,Soricomorpha,Soricidae,NA,153.9,DD
2807,Myosorex_sclateri,Soricomorpha,Soricidae,NA,5021.64,NT
2808,Myosorex_tenuis,Soricomorpha,Soricidae,NA,98496.49,DD
2809,Myosorex_varius,Soricomorpha,Soricidae,11.68,532836.77,LC
2810,Myosorex_zinki,Soricomorpha,Soricidae,NA,NA,VU
2811,Myospalax_aspalax,Rodentia,Spalacidae,NA,333938.32,LC
2812,Myospalax_myospalax,Rodentia,Spalacidae,225,327057.07,LC
2813,Myospalax_psilurus,Rodentia,Spalacidae,259.21,1345129.75,LC
2814,Myotis_adversus,Chiroptera,Vespertilionidae,10.41,418891.81,LC
2815,Myotis_aelleni,Chiroptera,Vespertilionidae,NA,23827.25,DD
2816,Myotis_albescens,Chiroptera,Vespertilionidae,5.69,14769379.45,LC
2817,Myotis_alcathoe,Chiroptera,Vespertilionidae,NA,NA,DD
2818,Myotis_altarium,Chiroptera,Vespertilionidae,11,1128465.11,LC
2819,Myotis_anjouanensis,Chiroptera,Vespertilionidae,NA,428.87,DD
2820,Myotis_annamiticus,Chiroptera,Vespertilionidae,NA,110.46,DD
2821,Myotis_annectans,Chiroptera,Vespertilionidae,9.75,559248.67,LC
2822,Myotis_atacamensis,Chiroptera,Vespertilionidae,NA,469816.74,NT
2823,Myotis_ater,Chiroptera,Vespertilionidae,NA,114590.66,LC
2824,Myotis_auriculus,Chiroptera,Vespertilionidae,38.04,619854.71,LC
2825,Myotis_australis,Chiroptera,Vespertilionidae,NA,NA,DD
2826,Myotis_austroriparius,Chiroptera,Vespertilionidae,7.35,873318.39,LC
2827,Myotis_bechsteinii,Chiroptera,Vespertilionidae,9.47,2326533.53,NT
2828,Myotis_blythii,Chiroptera,Vespertilionidae,23.82,3247785.97,LC
2829,Myotis_bocagii,Chiroptera,Vespertilionidae,7.93,12300213.71,LC
2830,Myotis_bombinus,Chiroptera,Vespertilionidae,NA,662214.05,NT
2831,Myotis_brandtii,Chiroptera,Vespertilionidae,5.3,10341787.32,LC
